mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	Trill:trill
17	16	125/2	125/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	254											
17	16	63	63	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	255											
18	17	65	65	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	256											
18	17	66	66	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	257											
18	17	67	67	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	258									33		
18	17	137/2	137/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	259											
18	17	65	65	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	260											
18	17	67	67	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	261											
18	17	65	65	2.0	0	0	Chord	4/4	3	1	1/2		r16	1/2	1	262											
18	17	67	67	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	263											
18	17	65	65	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	264											
18	17	67	67	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	265											
19	18	69	69	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	266											
19	18	69	69	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	267											
19	18	69	69	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	268											
19	18	69	69	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	269											
19	18	139/2	139/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	270											
19	18	70	70	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	271											
19	18	143/2	143/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	272											
19	18	72	72	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	273											
19	18	145/2	145/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	274											
19	18	69	69	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	275											
19	18	71	71	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	276											
19	18	69	69	2.0	0	0	Chord	4/4	3	1	1/2		r16	1/2	1	277											
19	18	71	71	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	278											
19	18	69	69	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	279											
19	18	71	71	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	280											
20	19	73	73	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	281											
20	19	75	75	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	282											
20	19	73	73	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	283											
20	19	75	75	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	284											
20	19	73	73	2.0	0	0	Chord	4/4	3	1	1/2		r16	1/2	1	285											
20	19	75	75	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	286											
20	19	73	73	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	287											
20	19	147/2	147/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	288											
20	19	74	74	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	289											
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	290											
20	19	75	75	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	291											
21	20	77	77	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	292											
21	20	78	78	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	293											
21	20	79	79	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	294									34		
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	295											
21	20	77	77	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	296											
21	20	79	79	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	297											
21	20	77	77	2.0	0	0	Chord	4/4	3	1	1/2		r16	1/2	1	298											
21	20	79	79	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	299											
21	20	77	77	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	300											
21	20	79	79	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	301											
22	21	81	81	0.0	0	0	Chord	4/4	1	1	0	acciaccatura		1/8	1	302											
22	21	81	81	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	303											
22	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	304											
22	21	82	82	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	305											
22	21	333/4	333/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	306									35		
22	21	167/2	167/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	307									35		
22	21	335/4	335/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	308									35		
22	21	84	84	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	309									35		
22	21	337/4	337/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	310									35		
22	21	169/2	169/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	311									35		
22	21	339/4	339/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	312											
22	21	81	81	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	313											
22	21	83	83	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	314											
22	21	81	81	2.0	0	0	Chord	4/4	3	1	1/2		r16	1/2	1	315											
22	21	83	83	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	316											
22	21	81	81	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	317											
22	21	83	83	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	318											
23	22	85	85	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	319											
23	22	87	87	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	320											
23	22	87	87	2.0	1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	321											
23	22	85	85	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	322											
23	22	87	87	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	323											
23	22	85	85	2.0	0	0	Chord	4/4	3	1	1/2		r16	1/2	1	324											
23	22	87	87	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	325											
23	22	85	85	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	326											
23	22	87	87	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	327											
24	23	89	89	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	328											
24	23	90	90	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	329											
24	23	90	90	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	330									36		
24	23	183/2	183/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	331									36		
24	23	367/4	367/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	332											
24	23	92	92	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	333									37		
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	334											
24	23	89	89	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	335											
24	23	89	89	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	336											
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	337											
24	23	90	90	1.5	1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	338									38		
24	23	183/2	183/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	339									38		
24	23	367/4	367/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	340											
24	23	92	92	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	341									39		
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	342											
24	23	89	89	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	343											
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	344											
24	23	90	90	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	345									40		
24	23	183/2	183/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16			1/16	1	346									40		
24	23	367/4	367/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	347											
24	23	92	92	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	348									41		
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	349											
24	23	89	89	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	350											
24	23	91	91	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	351											
25	24	93	93	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	352									42		
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	353											
25	24	95	95	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	354									43		
25	24	191/2	191/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	355									43		
25	24	96	96	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	356									43		
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	357											
25	24	93	93	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	358									44		
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	359											
25	24	95	95	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	360									45		
25	24	191/2	191/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	361									45		
25	24	96	96	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	362									45		
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	363											
25	24	93	93	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	364									46		
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	365											
25	24	95	95	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	366									47		
25	24	191/2	191/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	367									47		
25	24	96	96	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	368									47		
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	369											
25	24	93	93	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	370											
25	24	95	95	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	371											
26	25	97	97	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	372											
26	25	98	98	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	373											
26	25	99	99	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	374											
26	25	97	97	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	375											
26	25	98	98	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	376											
26	25	99	99	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	377											
26	25	97	97	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	378											
26	25	98	98	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	379											
26	25	99	99	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	380											
26	25	97	97	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	381											
26	25	98	98	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	382											
26	25	99	99	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	383											
27	26	101	101	0.0	0	0	Dynamic	4/4	1	1	0						pp										
27	26	101	101	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	384											
27	26	103	103	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	385											
28	27	105	105	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	386		articStaccatoAbove									
28	27	106	106	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	387		articStaccatoAbove									
28	27	427/4	427/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	388		articStaccatoAbove									
28	27	107	107	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	389		articStaccatoAbove									
28	27	108	108	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	390		articStaccatoAbove									
28	27	435/4	435/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	391		articStaccatoAbove									
28	27	105	105	0.0	0	0	Dynamic	4/4	2	1	0						pp										
28	27	105	105	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	392		articStaccatoBelow									
28	27	106	106	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	393		articStaccatoBelow									
28	27	427/4	427/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	394		articStaccatoBelow									
28	27	107	107	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	395		articStaccatoBelow									
28	27	108	108	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	396		articStaccatoBelow									
28	27	435/4	435/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	397		articStaccatoBelow									
29	28	109	109	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	398											
29	28	219/2	219/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	399									48		
29	28	439/4	439/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	400									48		
29	28	110	110	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	401									48		
29	28	441/4	441/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	402									48		
29	28	221/2	221/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	403									48		
29	28	443/4	443/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	404									48		
29	28	111	111	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	405									48		
29	28	445/4	445/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	406									48		
29	28	223/2	223/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	407									48		
29	28	447/4	447/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	408									48		
29	28	112	112	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	409									48		
29	28	449/4	449/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	410									48		
29	28	225/2	225/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	411									48		
29	28	451/4	451/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	412											
29	28	109	109	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	413		articStaccatoBelow									
30	29	113	113	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	414											
30	29	227/2	227/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	415											
30	29	114	114	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	416											
30	29	229/2	229/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	417											
30	29	115	115	2.0	1/2	1/2	Chord	4/4	1	1	1/2		r8	1/2	1	418											
30	29	113	113	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	419		articStaccatoAbove									
30	29	114	114	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	420		articStaccatoAbove									
30	29	459/4	459/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	421		articStaccatoAbove									
30	29	115	115	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	422		articStaccatoAbove									
30	29	116	116	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	423		articStaccatoAbove									
30	29	467/4	467/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	424		articStaccatoAbove									
30	29	113	113	0.0	0	0	Dynamic	4/4	3	1	0						pp										
30	29	113	113	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	425		articStaccatoAbove									
30	29	114	114	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	426		articStaccatoAbove									
30	29	459/4	459/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	427		articStaccatoAbove									
30	29	115	115	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	428		articStaccatoAbove									
30	29	116	116	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	429		articStaccatoAbove									
30	29	467/4	467/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	430		articStaccatoAbove									
31	30	117	117	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	431											
31	30	235/2	235/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	432									49		
31	30	471/4	471/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	433									49		
31	30	118	118	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	434									49		
31	30	473/4	473/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	435									49		
31	30	237/2	237/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	436									49		
31	30	475/4	475/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	437									49		
31	30	119	119	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	438									49		
31	30	477/4	477/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	439									49		
31	30	239/2	239/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	440									49		
31	30	479/4	479/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	441									49		
31	30	120	120	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	442									49		
31	30	481/4	481/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	443									49		
31	30	241/2	241/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	444									49		
31	30	483/4	483/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	445											
31	30	117	117	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	446											
31	30	117	117	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	447											
32	31	121	121	2.0	0	0	Chord	4/4	1	1	1/2		r8	1/2	1	448											
32	31	123	123	2.0	1/2	1/2	Chord	4/4	1	1	1/2		r8	1/2	1	449											
32	31	121	121	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	450											
32	31	122	122	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	451											
32	31	491/4	491/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	452											
32	31	123	123	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	453											
32	31	124	124	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	454											
32	31	499/4	499/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	455											
32	31	121	121	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	456											
32	31	122	122	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	457											
32	31	491/4	491/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	458											
32	31	123	123	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	459											
32	31	124	124	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	460											
32	31	499/4	499/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	461											
32	31	121	121	0.0	0	0	Dynamic	4/4	4	1	0						pp										
32	31	121	121	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	462											
32	31	122	122	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	463											
32	31	491/4	491/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	464											
32	31	123	123	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	465											
32	31	124	124	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	466											
32	31	499/4	499/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	467											
33	32	125	125	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	468									50		
33	32	251/2	251/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	469									50		
33	32	126	126	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	470									50		
33	32	253/2	253/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	471											
33	32	127	127	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	472									51		
33	32	255/2	255/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	473									51		
33	32	128	128	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	474									51		
33	32	257/2	257/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	475											
33	32	125	125	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	476											
33	32	127	127	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	477											
33	32	125	125	4.0	0	0	Chord	4/4	3	1	1			1	1	478											
33	32	125	125	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	479											
33	32	127	127	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	480											
34	33	129	129	2.0	0	0	Chord	4/4	1	1	1/2		r8	1/2	1	481											
34	33	131	131	2.0	1/2	1/2	Chord	4/4	1	1	1/2		r8	1/2	1	482											
34	33	129	129	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	483											
34	33	130	130	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	484											
34	33	523/4	523/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	485											
34	33	131	131	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	486											
34	33	132	132	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	487											
34	33	531/4	531/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	488											
34	33	129	129	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	489											
34	33	130	130	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	490											
34	33	523/4	523/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	491											
34	33	131	131	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	492											
34	33	132	132	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	493											
34	33	531/4	531/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	494											
34	33	129	129	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	495											
34	33	130	130	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	496											
34	33	523/4	523/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	497											
34	33	131	131	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	498											
34	33	132	132	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	499											
34	33	531/4	531/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	500											
35	34	133	133	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	501									52		
35	34	267/2	267/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	502									52		
35	34	134	134	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	503									52		
35	34	269/2	269/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	504											
35	34	135	135	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	505									53		
35	34	271/2	271/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	506									53		
35	34	136	136	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	507									53		
35	34	273/2	273/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	508											
35	34	133	133	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	509											
35	34	135	135	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	510											
35	34	133	133	4.0	0	0	Chord	4/4	3	1	1			1	1	511											
35	34	133	133	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	512											
35	34	135	135	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	513											
36	35	137	137	0.0	0	0	Dynamic	4/4	1	1	0						f										
36	35	137	137	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	514											
36	35	138	138	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	515											
36	35	555/4	555/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	516											
36	35	139	139	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	517											
36	35	140	140	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	518											
36	35	563/4	563/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	519											
36	35	137	137	0.0	0	0	Dynamic	4/4	2	1	0						f										
36	35	137	137	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	520											
36	35	275/2	275/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	521											
36	35	138	138	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	522											
36	35	277/2	277/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	523											
36	35	139	139	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	524											
36	35	137	137	0.0	0	0	Dynamic	4/4	3	1	0						f										
36	35	137	137	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	525											
36	35	275/2	275/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	526											
36	35	138	138	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	527											
36	35	277/2	277/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	528											
36	35	139	139	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	529											
36	35	137	137	0.0	0	0	Dynamic	4/4	4	1	0						f										
36	35	137	137	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	530											
36	35	275/2	275/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	531											
36	35	138	138	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	532											
36	35	277/2	277/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	533											
36	35	139	139	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	534											
37	36	141	141	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	535											
37	36	283/2	283/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	536											
37	36	142	142	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	537											
37	36	287/2	287/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	538											
37	36	144	144	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	539											
